Student_ID,Math_Grade,Programming_Grade,Database_Grade,Networking_Grade,SoftSkills_Grade,Attendance_Rate,Study_Hours_Weekly,Previous_GPA
1001,0.5649603108732012,0.6969547704953138,0.18119427369485702,0.5183884632858162,0.26174444090135407,0.5038147478215117,0.9230769230769231,0.012717105111783145
1002,0.9702782883928432,0.5340890436809704,0.5399448394008239,0.47829326198894867,0.2469267595763529,0.5038147478215117,0.17948717948717952,0.09284755904080388
1003,0.8164163179417587,0.30640135670277674,0.872829332548059,0.022533557577556984,0.9102672187262396,0.5747765250832338,0.15384615384615385,0.37226967147859336
1004,0.7226195822002006,0.813159145118231,0.7313264017793666,0.33968408101061337,0.2495099893240461,0.9581345700220606,0.3333333333333333,0.015179621655625475
1005,0.4112382497611337,0.6834579006911254,0.8060757471873023,0.3788225057391083,0.27205164158360207,0.20090301489384643,0.051282051282051294,0.016874251567056575
1006,0.4112212821272353,0.1587651437799265,0.657476770172515,0.39754084021921304,0.7625054774023857,0.10949244932092139,0.3846153846153846,1.0
1007,0.342344452632929,0.9107710087396319,0.6911560884863932,0.579778060895239,0.4509378993710095,0.8558252562619514,0.46153846153846156,0.8468128267200051
1008,0.9108087095199072,0.8219445428513272,0.8489471693090491,0.5329802980881071,0.7799245086035852,0.44010234889448896,0.4358974358974359,0.36836650632922274
1009,0.7243476616564287,0.9498357151667458,0.24608797285550416,0.607646524843755,0.06419440932939108,0.8488167895112958,0.3846153846153846,0.15599235465965078
1010,0.7995884921010462,0.7246486623334869,0.4871772484938784,0.7653930377690992,0.4890024947900392,0.8950394040362689,0.17948717948717952,0.6125023490153597
1011,0.3159651615384968,0.6117897215771839,0.21747126257295218,0.8137309569699027,0.03224608575216298,0.06258306453182994,0.8205128205128205,0.0026563176605377548
1012,0.9837816697479362,0.4156536808354115,0.9881890116908485,0.7184039803983684,0.06146472886034432,0.8853928283106852,0.28205128205128205,1.0
1013,0.8870783927058896,0.9326799759265298,0.9443380115649334,0.9569665794336002,0.9104512190278379,0.449291719511007,0.2564102564102564,0.495878063700279
1014,0.45085769051656915,0.8656861509881997,0.03467847252194145,0.01508780804648946,0.1385291154099103,0.5038147478215117,0.10256410256410256,0.48084520656807717
1015,0.4293920796224012,0.040787089121528286,0.7045285963750012,0.1935022234620925,0.5341284969865527,0.627956590495297,0.6666666666666666,0.4667022834701807
1016,0.4305032315008396,0.021842292154951648,0.9254224571135239,0.004365876476365049,0.4120554035675922,0.9284049020056654,0.28205128205128205,0.07972540120135796
1017,0.5155082640897161,0.37366767751926583,0.1766113636532886,0.6474098233791845,0.3479100709914228,0.019146405218280593,0.41025641025641024,0.7651013341819958
1018,0.6706321257561153,0.8099014467239278,0.5661338497286528,0.8991920268991365,0.903806394617736,0.4778787603502427,0.1282051282051282,0.8791488450056512
1019,0.605342609120467,0.9874970119731239,0.9156082012034987,0.24144002751996668,0.02038319140344863,0.6892203371668127,0.8205128205128205,0.8106367504951543
1020,0.5063540107295339,0.14650484413847203,0.029167182946760684,0.9283379854877027,0.6663074391187872,0.7242820649339495,0.10256410256410256,0.16296774438631678
1021,0.7319013791014465,0.5924100022754348,0.6963283745881592,0.057328358916245326,0.9677593606351099,0.6940412879113652,0.6923076923076923,0.693452798491608
1022,0.39961365694149603,0.37811703296089966,0.29403393297857977,0.9357756947356772,0.5620470717246429,0.13471863341563806,0.3333333333333333,0.6821835028971727
1023,0.5069980381706042,0.9700495374814264,0.9245655998625808,0.35010972133475465,0.941023562471916,0.3000412777688035,0.10256410256410256,1.0
1024,0.5592071859006384,0.8416229295379403,0.9714869489993754,0.09868322638808863,0.05100531369369016,0.3594914570227544,0.8205128205128205,0.45289108882506757
1025,0.6223136613918706,0.837813992665523,0.9445463121137376,0.48501588779002985,0.4198005792946363,0.8061917609631947,0.46153846153846156,0.44368633765526744
1026,0.8538279706720147,0.466352958319795,0.4718819759292104,0.2547993687047934,0.260187004799171,0.2793602542581518,0.5384615384615384,0.7412572464463695
1027,0.0,0.41221323934981163,0.8618655590510622,0.2830332230547174,0.733751990414569,0.21115592509375425,0.10256410256410256,0.7587779974232155
1028,0.66323027905262,0.27010242671076806,0.8442750972162723,0.305560008408658,0.985772393380114,0.9595385211950737,0.02564102564102566,0.5614894884093241
1029,0.7182272106049199,0.05199901499100612,0.31590627097005314,0.8037223667233973,0.2565369100006305,0.008871084945359264,0.7435897435897436,0.5298993845569803
1030,0.33416091200544157,0.8643380125189377,0.8285542956711622,0.5385662357547252,0.6566330738832719,0.9999999999999999,0.9743589743589742,0.591437296284896
1031,0.7288708247292718,0.8122607193630025,0.032245852590470414,0.3095974078104394,0.19774422289331406,0.6782956600396138,0.07692307692307693,1.0
1032,0.4214423395288854,1.0,0.5946158967173216,0.6100871028117634,0.5672409689016203,0.8302766173321253,0.8205128205128205,0.5517106397893387
1033,0.34724617845324435,0.9969039487089844,0.22631955596811842,0.7164219242908993,0.4652180464811585,0.29525459918804964,0.3076923076923077,1.0
1034,0.9689918145592405,0.5535198728292317,0.11626943943292095,0.2707243684455218,0.976423345390783,0.014335047834505565,0.4871794871794872,0.6033093546589691
1035,0.9807723766936101,0.7681302528678386,0.07241339559613685,0.41233924018703144,0.6107043125328219,0.739477916550976,0.15384615384615385,1.0
1036,0.8701633874697818,0.944776669839269,0.6951905955622419,0.1192486604090543,0.3500864527925839,0.8359643755052643,0.358974358974359,0.9993960057358059
1037,0.5157696195215228,0.8491885773186847,0.3367962045984479,0.17880198609958614,0.11322447273011071,0.7420902529949794,0.5641025641025641,0.43277968427465974
1038,0.37019355077799904,0.24391476117651384,0.7238268424199308,0.6812176326513368,0.15060456642808073,0.14315226753750154,0.3333333333333333,1.0
1039,0.7828182185970592,0.44811430270282165,0.060752091423469934,0.17909239878878097,0.22513133706434962,0.7550704801083571,0.5641025641025641,0.12879228313685886
1040,0.6111162749299831,0.1251423855943064,0.3120749627706872,0.5244998287635734,0.2509392084824317,0.7705993603047966,0.46153846153846156,1.0
1041,0.3873342471705205,0.954107823769252,0.5375217940308148,0.7092827385855771,0.8542856640879269,0.6599747397635273,0.717948717948718,0.7570565430113815
1042,0.6498239880476281,0.6045134017117924,0.7901497530575183,0.10416602639386846,0.5631081785719715,0.7677863483049193,0.4871794871794872,0.06173248609575943
1043,0.3256758017456566,0.2251170865899666,0.31555636700024753,0.5668549661042801,0.5250430542265843,0.8477670752900185,0.717948717948718,0.7722496574669854
1044,0.9411591540280895,0.6703630599160264,0.6244020002809034,0.2545845382999799,0.11390170954022305,0.6149396764566694,0.5897435897435898,1.0
1045,0.48352718575355785,0.6165260420343956,0.8859336627804522,0.9644059942624739,0.8638680163123099,0.08878759321550578,0.4358974358974359,0.0802943346333439
1046,0.7675454863366497,0.3552766487268884,0.6143180857414046,0.48267838995085993,0.7256959646273239,0.48868677968221375,0.23076923076923078,0.6643601960277593
1047,0.5207623216368589,0.10946351117032899,0.22928659002130652,0.8067035392184145,0.06651080760158012,0.07780816040579464,0.17948717948717952,0.8969648713206414
1048,0.667333996328955,0.6702349414841899,0.019568943597734423,0.5496856612018177,0.710624406333794,0.40842616777845764,0.641025641025641,0.9722055443106631
1049,0.0,0.5182224040245142,0.8699665501063292,0.04039100382172284,0.54531457574715,0.5038147478215117,0.717948717948718,0.49468839485280347
1050,0.43152321653316517,0.771477679849814,0.01642017197615031,0.6330163779122673,0.08065445792449766,0.06614311433561049,0.23076923076923078,0.24214344351163164
1051,0.9835528859914714,0.5180774920847642,0.874594926478425,0.9528260582325263,0.4595514789244497,0.3495747402396151,0.41025641025641024,0.04721962214525732
1052,0.8467629815022282,0.8517352019639215,0.5269089866008279,0.6013224491911722,0.48610986339035556,0.11123014470930759,0.02564102564102566,0.6945200077704609
1053,0.9623886794958438,0.5499775980238977,0.9393186320190825,0.8199644394290717,0.1652218465412556,0.8099981021455204,0.1282051282051282,0.5417661609974803
1054,0.9309638094428424,0.5590533321160791,0.7982546135191981,0.8853002780310388,0.9499539693017639,0.9497570991868044,0.10256410256410256,1.0
1055,0.7220860007319433,0.8763281627134625,0.9985121625935209,0.22596211381017112,0.8536410276603686,0.07246359222399923,0.6923076923076923,0.06921768951169438
1056,0.9499903274630583,0.4008206158886444,0.3476932762807458,0.20984869731041705,0.6715723514914481,0.9572005875525801,0.10256410256410256,0.8218027712308876
1057,0.3637360213847811,0.13002217990927017,0.7664840946828857,0.610737476159257,0.46357102854443744,0.5237123025342466,0.4358974358974359,0.02628946657982112
1058,0.4393516536143513,0.02426992420391494,0.3991969971416373,0.409806271003131,0.41272947297165974,0.30021174079783286,0.641025641025641,0.2027159790083266
